PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1212,0,1,Passenger 1212,female,,0,1,TKT11212,,,C
1213,0,2,Passenger 1213,male,64,1,1,TKT11213,31.51,,
1214,1,2,Passenger 1214,male,,0,1,TKT11214,47.05,,S
1215,0,3,Passenger 1215,male,,4,2,TKT11215,131.51,,
1216,0,1,Passenger 1216,male,,4,0,TKT11216,40.43,,Q
1217,0,3,Passenger 1217,male,,0,1,TKT11217,160.91,,
1218,1,2,Passenger 1218,male,,3,1,TKT11218,63.06,,S
1219,0,1,Passenger 1219,female,,2,3,TKT11219,66.37,C113,S
1220,1,3,Passenger 1220,female,,0,1,TKT11220,48.43,,C
1221,1,3,Passenger 1221,female,31,2,2,TKT11221,171.4,,Q
1222,0,2,Passenger 1222,male,38,3,1,TKT11222,64.94,,Q
1223,0,1,Passenger 1223,male,,0,2,TKT11223,56.44,,
1224,0,3,Passenger 1224,female,,1,0,TKT11224,24.45,,
1225,1,2,Passenger 1225, Male ,,3,1,TKT11225,42.58,,C
1226,0,3,Passenger 1226,male,,0,1,TKT11226,186.14,C28,C
1227,1,1,Passenger 1227,female,,4,2,TKT11227,173.54,C1,
1228,1,1,Passenger 1228,female,28,2,3,TKT11228,55.91,,C
1229,1,1,Passenger 1229,male,,0,1,TKT11229,178.6,,C
1230,1,3,Passenger 1230,female,39,4,0,TKT11230,134.34,C81,C
1231,1,2,Passenger 1231,female,7,0,3,TKT11231,177.79,C78,C
1232,1,2,Passenger 1232,female,47,2,1,TKT11232,36.86,,C
1233,0,1,Passenger 1233,male,80,0,1,TKT11233,399.06,,
1234,1,2,Passenger 1234,male,,3,2,TKT11234,76.21,,S
1235,1,2,Passenger 1235,male,11,1,0,TKT11235,182.5,C34,S
1236,0,3,Passenger 1236,male,75,2,0,TKT11236,22.72,,
1237,1,2,Passenger 1237,female,60,3,0,TKT11237,167.18,C47,Q
1238,0,2,Passenger 1238,male,,1,1,TKT11238,35.05,,Q
1239,0,2,Passenger 1239,male,33,1,0,TKT11239,189.7,,S
1240,0,3,Passenger 1240,male,,3,0,TKT11240,196.59,,S
1241,1,3,Passenger 1241,female,46,1,2,TKT11241,119.61,C29,
1242,0,1,Passenger 1242,male,,2,2,TKT11242,53.71,,C
1243,0,3,Passenger 1243,male,,4,1,TKT11243,170.75,,Q
1244,1,1,Passenger 1244,female,,3,0,TKT11244,104.17,,Q
1245,0,3,Passenger 1245,female,45,3,2,TKT11245,124.36,C102,
1246,1,2,Passenger 1246, Male ,,2,1,TKT11246,85.75,,C
1247,0,3,Passenger 1247,female,70,4,1,TKT11247,32.64,,S
1248,1,3,Passenger 1248,female,53,1,3,TKT11248,13.2,,C
1249,1,3,Passenger 1249,female,38,4,0,TKT11249,13.34,,S
1250,0,3,Passenger 1250,male,69,0,0,TKT11250,13.5,,C
1251,1,3,Passenger 1251,female,,3,2,TKT11251,109.97,,S
1252,0,1,Passenger 1252,female,,1,3,TKT11252,197.82,,C
1253,1,3,Passenger 1253,male,,4,3,TKT11253,59.94,,C
1254,1,3,Passenger 1254,male,19,0,2,TKT11254,19.65,,C
1255,1,1,Passenger 1255,female,66,4,2,TKT11255,22.56,,C
1256,1,1,Passenger 1256,male,3,0,0,TKT11256,,C42,Q
1257,0,2,Passenger 1257,male,,4,1,TKT11257,128.2,,Q
1258,0,1,Passenger 1258,female,79,3,3,TKT11258,133.7,,
1259,1,3,Passenger 1259,male,72,1,3,TKT11259,176.99,C130,Q
1260,1,3,Passenger 1260,female,52,0,0,TKT11260,82.54,,C
1261,0,3,Passenger 1261,female,13,2,0,TKT11261,73.12,C127,
1262,0,3,Passenger 1262,female,48,1,0,TKT11262,6.22,,
1263,0,3,Passenger 1263,female,,2,3,TKT11263,194.14,,C
1264,1,3,Passenger 1264,male,,1,2,TKT11264,153.93,,C
1265,0,3,Passenger 1265,male,56,3,2,TKT11265,153.98,,
1266,1,2,Passenger 1266,female,,2,2,TKT11266,99.46,C73,
1267,1,2,Passenger 1267,female,,1,3,TKT11267,26.95,,S
1268,1,1,Passenger 1268,female,,1,0,TKT11268,481.48,C42,
1269,1,3,Passenger 1269,female,38,2,0,TKT11269,8.53,,C
1270,1,3,Passenger 1270,male,40,4,2,TKT11270,125.68,C4,C
1271,1,3,Passenger 1271, Male ,2,3,0,TKT11271,5.12,C92,C
1272,0,2,Passenger 1272,female,38,3,3,TKT11272,113.8,,
1273,0,1,Passenger 1273,male,,1,3,TKT11273,36.59,,S
1274,1,2,Passenger 1274,female,33,2,3,TKT11274,122.28,C96,C
1275,1,2,Passenger 1275,male,17,2,3,TKT11275,68.1,, s 
1276,1,2,Passenger 1276,female,,2,2,TKT11276,159.66,,C
1277,0,1,Passenger 1277, Male ,30,2,2,TKT11277,65.95,,S
1278,1,1,Passenger 1278,male,24,3,3,TKT11278,186.45,C138,C
1279,1,1,Passenger 1279,female,,1,2,TKT11279,38.34,,Q
1280,0,2,Passenger 1280,female,,4,0,TKT11280,183.67,,Q
1281,1,1,Passenger 1281,female,46,0,2,TKT11281,63.02,C147,
1282,0,1,Passenger 1282,male,27,0,1,TKT11282,70.01,C18,C
1283,0,3,Passenger 1283,male,,2,1,TKT11283,187.59,,S
1284,1,2,Passenger 1284,female,,1,2,TKT11284,40.4,,S
1285,1,2,Passenger 1285,male,,3,3,TKT11285,41.66,C102,S
1286,1,2,Passenger 1286,female,,0,0,TKT11286,178.29,,Q
1287,1,3,Passenger 1287,female,,2,1,TKT11287,36.93,,Q
1288,1,2,Passenger 1288,female,,4,2,TKT11288,118.65,,S
1289,0,1,Passenger 1289,female,,4,1,TKT11289,147.57,C116,S
1290,1,1,Passenger 1290,female,,1,3,TKT11290,183.6,C134,
1291,1,3,Passenger 1291,male,28,0,1,TKT11291,45.93,C138,S
1292,0,2,Passenger 1292,female,3,1,3,TKT11292,167.51,,C
1293,0,3,Passenger 1293,female,41,1,1,TKT11293,152.14,,S
1294,1,2,Passenger 1294,male,2,2,2,TKT11294,191.91,C11,S
1295,0,2,Passenger 1295,male,13,3,1,TKT11295,13.33,C136,
1296,1,3,Passenger 1296,male,57,1,2,TKT11296,47.32,,S
1297,1,3,Passenger 1297,male,56,0,2,TKT11297,76.51,C62,
1298,0,3,Passenger 1298,male,15,4,1,TKT11298,79.07,,S
1299,1,1,Passenger 1299,male,,3,2,TKT11299,5.91,C106,S
1300,1,2,Passenger 1300,female,-2,0,2,TKT11300,128.75,,S
1301,0,2,Passenger 1301,female,,2,3,TKT11301,45.66,C59,Q
1302,0,3,Passenger 1302,male,74,1,2,TKT11302,86.59,,Q
1303,0,2,Passenger 1303,male,,3,2,TKT11303,109.84,,
1304,0,1,Passenger 1304,female,,1,0,TKT11304,168.63,,
1305,1,2,Passenger 1305,male,29,2,0,TKT11305,46.82,,S
1306,0,2,Passenger 1306,male,,2,2,TKT11306,194.02,C68,S
1307,1,1,Passenger 1307,male,11,2,2,TKT11307,146.21,,
1308,0,3,Passenger 1308,male,73,0,3,TKT11308,36.11,,C
1309,1,3,Passenger 1309,female,,1,1,TKT11309,34.45,,
1310,0,1,Passenger 1310,female,,0,0,TKT11310,167.31,,S
1311,1,3,Passenger 1311,male,49,0,1,TKT11311,463.85,,Q
1312,1,3,Passenger 1312,male,54,0,2,TKT11312,18.67,,S
1313,1,1,Passenger 1313,male,73,0,3,TKT11313,10.07,,C
1314,1,1,Passenger 1314,male,,0,0,TKT11314,177.5,,Q
1315,0,2,Passenger 1315,male,15,3,2,TKT11315,111.7,,C
1316,1,1,Passenger 1316,male,17,2,1,TKT11316,75.31,,S
1317,1,1,Passenger 1317,female,,4,0,TKT11317,64.49,,Q
1318,1,3,Passenger 1318,male,53,1,2,TKT11318,132.05,C92,Q
1319,0,1,Passenger 1319,female,74,4,3,TKT11319,67.34,C138,
1320,0,1,Passenger 1320,female,,2,3,TKT11320,29.75,,C
1321,0,1,Passenger 1321,female,73,2,0,TKT11321,116.52,,C
1322,1,3,Passenger 1322,female,,2,3,TKT11322,196.03,,C
1323,0,1,Passenger 1323,male,,1,1,TKT11323,89.18,,C
1324,1,1,Passenger 1324, Male ,27,3,3,TKT11324,5.39,,S
1325,0,1,Passenger 1325,male,73,3,1,TKT11325,28.66,,
1326,1,1,Passenger 1326,female,,2,0,TKT11326,149.3,C141,
1327,1,3,Passenger 1327,male,7,1,3,TKT11327,184.67,,C
1328,1,3,Passenger 1328,female,,2,1,TKT11328,23.03,C80,C
1329,0,2,Passenger 1329,female,2,3,0,TKT11329,75.79,,Q
1330,0,1,Passenger 1330,male,,2,0,TKT11330,91.12,C139,S
1331,0,1,Passenger 1331,female,,1,0,TKT11331,121.31,,S
1332,0,2,Passenger 1332,female,60,1,1,TKT11332,158.99,,S
1333,0,3,Passenger 1333,female,72,0,1,TKT11333,112.57,C89,S
1334,0,2,Passenger 1334,female,5,3,0,TKT11334,95.61,,C
1335,1,1,Passenger 1335, Male ,23,0,1,TKT11335,196.8,C137,Q
1336,1,2,Passenger 1336,female,42,0,2,TKT11336,191.37,C113,
1337,0,2,Passenger 1337,female,4,1,2,TKT11337,126.3,,C
1338,0,3,Passenger 1338,male,53,3,1,TKT11338,36.82,C131,
1339,1,1,Passenger 1339,female,,3,3,TKT11339,190.78,C76,
1340,0,3,Passenger 1340,female,8,4,3,TKT11340,75.51,C33,C
1341,1,3,Passenger 1341,male,,0,1,TKT11341,146.58,C111,Q
1342,1,2,Passenger 1342,male,33,0,0,TKT11342,8.35,,C
1343,1,1,Passenger 1343,female,32,4,2,TKT11343,172.15,C46,S
1344,0,2,Passenger 1344,male,69,0,0,TKT11344,198.65,,Q
1345,1,1,Passenger 1345,female,24,4,3,TKT11345,,C128,C
1346,0,3,Passenger 1346,male,50,0,3,TKT11346,197.55,,S
1347,0,1,Passenger 1347,male,2,3,0,TKT11347,63.07,,
1348,0,3,Passenger 1348,female,50,0,2,TKT11348,153.31,,Q
1349,1,3,Passenger 1349,male,10,0,0,TKT11349,191.85,, s 
1350,1,1,Passenger 1350,female,60,0,0,TKT11350,144.44,,C
1351,0,3,Passenger 1351,male,,3,2,TKT11351,54.01,,
1352,1,2,Passenger 1352,female,,4,0,TKT11352,,,Q
1353,1,3,Passenger 1353,male,51,3,3,TKT11353,36.64,C67, s 
1354,0,3,Passenger 1354,female,-1,1,0,TKT11354,90.2,C105,Q
1355,1,1,Passenger 1355,female,28,1,0,TKT11355,75.98,C148,C
1356,1,3,Passenger 1356,male,29,0,2,TKT11356,6.99,,S
1357,0,1,Passenger 1357, Male ,,1,2,TKT11357,141.17,,Q
1358,1,3,Passenger 1358,female,,0,2,TKT11358,55.62,,Q
1359,1,1,Passenger 1359,male,70,1,2,TKT11359,181.64,,S
1360,0,1,Passenger 1360,female,,2,3,TKT11360,36.35,C95,Q
1361,0,1,Passenger 1361,female,46,0,2,TKT11361,91.1,,
1362,0,3,Passenger 1362,male,8,1,3,TKT11362,24.05,,Q
1363,1,2,Passenger 1363,female,,4,3,TKT11363,14.71,C48,Q
1364,0,1,Passenger 1364,female,18,0,1,TKT11364,91.84,,
1365,1,3,Passenger 1365,male,17,3,0,TKT11365,179.16,,
1366,1,1,Passenger 1366,male,-2,3,1,TKT11366,156.6,C84,
1367,1,2,Passenger 1367,female,,2,2,TKT11367,92.8,C8,C
1368,0,2,Passenger 1368,male,,1,0,TKT11368,45.96,,C
1369,0,2,Passenger 1369,male,,3,1,TKT11369,131.99,,Q
1370,0,2,Passenger 1370,male,74,1,1,TKT11370,11.31,C106,S
1371,1,3,Passenger 1371,male,,0,3,TKT11371,101.61,C5,C
1372,0,2,Passenger 1372,male,58,1,1,TKT11372,178.19,,Q
1373,1,2,Passenger 1373,male,,4,0,TKT11373,36.18,C9,
1374,0,1,Passenger 1374,female,,1,3,TKT11374,26.2,C41,S
1375,1,2,Passenger 1375,female,,2,1,TKT11375,16.6,,Q
1376,1,2,Passenger 1376,male,,3,3,TKT11376,9.56,C6, s 
1377,0,2,Passenger 1377,female,14,1,0,TKT11377,121.03,,S
1378,1,1,Passenger 1378,male,25,1,2,TKT11378,350.33,C89,S
1379,0,1,Passenger 1379,female,,4,2,TKT11379,69.07,,C
1380,1,1,Passenger 1380,male,38,4,0,TKT11380,81.85,C138,C
1381,1,2,Passenger 1381,female,35,2,1,TKT11381,36.53,,C
1382,0,1,Passenger 1382,female,,1,2,TKT11382,119.66,,
1383,0,1,Passenger 1383,female,17,2,1,TKT11383,82.13,,
1384,0,3,Passenger 1384, Male ,,4,3,TKT11384,54.12,C59,S
1385,0,1,Passenger 1385,male,,0,0,TKT11385,66.5,,Q
1386,0,3,Passenger 1386,male,18,4,3,TKT11386,118.47,,C
1387,0,3,Passenger 1387,female,33,2,0,TKT11387,34.9,C2,Q
1388,0,1,Passenger 1388,male,,4,3,TKT11388,166.76,,S
1389,1,3,Passenger 1389,female,,4,1,TKT11389,58.61,,Q
1390,1,2,Passenger 1390,male,52,4,1,TKT11390,8.51,C82,Q
1391,0,3,Passenger 1391,male,21,2,3,TKT11391,40.8,C77,
1392,0,1,Passenger 1392,male,33,2,0,TKT11392,130.99,,S
1393,0,2,Passenger 1393,female,51,0,2,TKT11393,167.14,C14,Q
1394,0,1,Passenger 1394,male,37,4,1,TKT11394,8.66,C138,C
1395,0,3,Passenger 1395,male,12,3,3,TKT11395,314.03,,Q
1396,1,2,Passenger 1396,male,,4,2,TKT11396,,,C
1397,0,1,Passenger 1397,male,,3,0,TKT11397,,C67,Q
1398,1,1,Passenger 1398,male,26,3,1,TKT11398,80.87,,
1399,1,3,Passenger 1399,female,,1,0,TKT11399,172.44,C18,
1400,1,3,Passenger 1400,male,57,1,2,TKT11400,199.61,,C
1401,1,2,Passenger 1401,female,35,2,1,TKT11401,154.87,,Q
1402,0,2,Passenger 1402,male,,3,0,TKT11402,155.68,,C
1403,1,3,Passenger 1403,female,2,3,2,TKT11403,121.15,,Q
1404,1,1,Passenger 1404,female,5,3,3,TKT11404,98.01,,
1405,0,3,Passenger 1405,female,,2,3,TKT11405,14.99,,
1406,0,3,Passenger 1406,female,52,4,0,TKT11406,76.71,,
1407,1,1,Passenger 1407,female,,1,2,TKT11407,70.23,C9,Q
1408,0,2,Passenger 1408,female,,3,1,TKT11408,120.47,,S
1409,1,1,Passenger 1409,male,,4,3,TKT11409,178.13,,Q
1410,1,1,Passenger 1410,female,,1,3,TKT11410,96.79,,Q
1411,1,1,Passenger 1411,female,39,4,3,TKT11411,32.1,C140,
1412,1,1,Passenger 1412,male,27,3,1,TKT11412,168.59,,C
1413,1,3,Passenger 1413,female,73,1,1,TKT11413,100.65,,S
1414,0,1,Passenger 1414,male,34,0,1,TKT11414,84.02,,S
1415,0,1,Passenger 1415,female,,4,3,TKT11415,10.22,,C
1416,0,3,Passenger 1416,male,,0,3,TKT11416,133.44,,
1417,1,3,Passenger 1417,male,,0,3,TKT11417,134.35,,C
1418,0,2,Passenger 1418,male,1,4,1,TKT11418,188.2,,
1419,0,2,Passenger 1419,male,70,3,1,TKT11419,105.93,,
1420,0,2,Passenger 1420,male,,4,2,TKT11420,151.69,,
1421,1,1,Passenger 1421,male,,3,3,TKT11421,187.73,,S
1422,0,2,Passenger 1422,male,,2,2,TKT11422,16.08,,
1423,0,3,Passenger 1423,female,,1,2,TKT11423,180.5,C56,
1424,0,3,Passenger 1424,female,20,4,3,TKT11424,94.41,C16,C
1425,1,1,Passenger 1425,female,,2,1,TKT11425,52.25,,S
1426,1,3,Passenger 1426,male,36,0,2,TKT11426,194.32,,
1427,0,1,Passenger 1427,female,,0,3,TKT11427,34.69,,
1428,0,1,Passenger 1428,male,,2,1,TKT11428,193.72,,C
1429,1,1,Passenger 1429,male,,2,3,TKT11429,82.64,,C
1430,1,2,Passenger 1430, Male ,71,3,3,TKT11430,46.99,,
1431,1,3,Passenger 1431,male,23,0,2,TKT11431,107.04,,C
1432,1,1,Passenger 1432,female,,3,1,TKT11432,319.95,C18,Q
1433,0,3,Passenger 1433,female,37,2,1,TKT11433,47.46,C121,C
1434,0,2,Passenger 1434,male,,2,1,TKT11434,62.94,,Q
1435,1,3,Passenger 1435,female,,1,0,TKT11435,123.68,C103,C
1436,0,3,Passenger 1436,female,32,4,2,TKT11436,92.47,, s 
1437,1,1,Passenger 1437,male,,1,3,TKT11437,55.24,,
1438,1,1,Passenger 1438,male,26,3,0,TKT11438,19.29,C46,S
1439,0,1,Passenger 1439,female,75,0,1,TKT11439,120.2,,Q
1440,0,2,Passenger 1440,female,37,1,1,TKT11440,157.05,,S
1441,1,1,Passenger 1441,female,78,1,1,TKT11441,158.35,,S
1442,0,2,Passenger 1442,female,5,4,0,TKT11442,113.88,C83,
1443,1,1,Passenger 1443,female,47,3,0,TKT11443,122.44,,C
1444,0,1,Passenger 1444,male,,1,0,TKT11444,27.86,,C
1445,1,3,Passenger 1445,female,6,0,3,TKT11445,105.18,,
1446,0,1,Passenger 1446,male,,2,3,TKT11446,139.95,,C
1447,1,1,Passenger 1447,female,3,0,1,TKT11447,153.61,,S
1448,0,2,Passenger 1448,female,37,0,0,TKT11448,20.38,,Q
1449,1,1,Passenger 1449,female,31,3,1,TKT11449,133.34,,
1450,0,3,Passenger 1450,male,,1,0,TKT11450,62.77,,
1451,1,2,Passenger 1451,male,,3,1,TKT11451,87.14,C148,
1452,0,1,Passenger 1452,female,,3,3,TKT11452,,C133,
1453,0,2,Passenger 1453,male,31,1,0,TKT11453,82.26,,S
1454,0,3,Passenger 1454,male,28,0,1,TKT11454,120.51,,Q
1455,1,1,Passenger 1455,male,,4,1,TKT11455,115.84,,
1456,1,3,Passenger 1456,male,,0,2,TKT11456,134.01,,Q
1457,0,3,Passenger 1457,female,12,2,2,TKT11457,113.7,,Q
1458,1,1,Passenger 1458,female,,3,3,TKT11458,,C105,S
1459,0,2,Passenger 1459,female,55,0,1,TKT11459,92.29,C17,Q
1460,0,2,Passenger 1460,female,26,0,2,TKT11460,18.23,,
1461,1,2,Passenger 1461,female,39,0,3,TKT11461,45.79,C94,C
1462,0,3,Passenger 1462,female,60,3,2,TKT11462,67.27,,C
1463,1,2,Passenger 1463,female,31,3,0,TKT11463,176.82,,C
1464,0,3,Passenger 1464,male,61,4,1,TKT11464,110.7,,
1465,0,3,Passenger 1465,female,,2,2,TKT11465,46.48,C35,Q
1466,0,2,Passenger 1466,male,,3,3,TKT11466,125.38,,C
1467,0,3,Passenger 1467,male,19,2,0,TKT11467,31.65,,C
1468,0,3,Passenger 1468,male,18,4,0,TKT11468,192.5,,Q
1469,1,2,Passenger 1469, Male ,44,4,0,TKT11469,179.86,C32,S
1470,1,3,Passenger 1470,male,32,1,3,TKT11470,136.32,,C
1471,1,1,Passenger 1471,female,,0,1,TKT11471,83.35,,
1472,0,3,Passenger 1472,female,,2,0,TKT11472,31.38,,S
1473,1,3,Passenger 1473,male,47,3,1,TKT11473,,,
1474,1,3,Passenger 1474,female,,2,2,TKT11474,189.44,,C
1475,1,3,Passenger 1475, Male ,,2,3,TKT11475,150.97,C81,Q
1476,1,2,Passenger 1476,male,27,1,1,TKT11476,165.59,C66,
1477,1,3,Passenger 1477,female,75,4,2,TKT11477,133.8,,S
1478,1,2,Passenger 1478,female,21,1,1,TKT11478,182.38,C130,
1479,1,1,Passenger 1479,female,19,4,2,TKT11479,44.98,,
1480,1,2,Passenger 1480,male,,2,3,TKT11480,83.16,,
1481,0,1,Passenger 1481, Male ,,4,1,TKT11481,35.06,,C
1482,1,2,Passenger 1482,female,,4,3,TKT11482,138.45,C92,
1483,1,2,Passenger 1483,female,,4,1,TKT11483,415.92,,S
1484,1,1,Passenger 1484,female,20,2,0,TKT11484,178.9,C52,C
1485,0,3,Passenger 1485,male,3,3,0,TKT11485,168.12,,S
1486,0,1,Passenger 1486,female,20,0,1,TKT11486,104.98,,Q
1487,1,3,Passenger 1487,female,,4,3,TKT11487,129.4,,C
1488,0,2,Passenger 1488,male,,2,3,TKT11488,107.69,,S
1489,0,1,Passenger 1489,female,,0,1,TKT11489,136.98,,C
1490,0,2,Passenger 1490,female,30,4,0,TKT11490,73.99,C40,S
1491,1,3,Passenger 1491,female,,0,2,TKT11491,60.71,C69,C
1492,1,3,Passenger 1492,female,,0,3,TKT11492,158.41,,C
1493,0,2,Passenger 1493,female,,3,2,TKT11493,144.7,, s 
1494,0,2,Passenger 1494,male,76,4,0,TKT11494,133.15,,Q
1495,0,2,Passenger 1495,male,,1,1,TKT11495,85.79,,
1496,0,1,Passenger 1496,female,4,2,2,TKT11496,177.36,C115,S
1497,1,2,Passenger 1497,female,,2,2,TKT11497,142.14,,S
1498,0,3,Passenger 1498,female,,2,3,TKT11498,118.72,C54,Q
1499,1,1,Passenger 1499,male,3,1,3,TKT11499,192.1,,S
1500,1,3,Passenger 1500, Male ,70,4,1,TKT11500,35.16,,
1501,0,1,Passenger 1501,female,77,1,1,TKT11501,175.25,,C
1502,0,1,Passenger 1502,female,,0,3,TKT11502,123.46,,
1503,1,2,Passenger 1503,male,,0,1,TKT11503,74.09,,C
1504,0,3,Passenger 1504,male,,4,3,TKT11504,136.84,,C
1505,0,1,Passenger 1505,male,,2,0,TKT11505,76.69,,S
1506,1,1,Passenger 1506,female,,3,0,TKT11506,170.91,,
1507,1,2,Passenger 1507,female,7,4,2,TKT11507,50.26,C148,Q
1508,0,2,Passenger 1508,male,,1,2,TKT11508,190.99,C130,C
1509,0,3,Passenger 1509,female,,1,0,TKT11509,142.75,C54,S
1510,0,1,Passenger 1510,male,,2,0,TKT11510,130.29,C96,S
1511,1,1,Passenger 1511,female,,2,3,TKT11511,160.43,C100,C
1512,1,2,Passenger 1512,male,,3,0,TKT11512,131.81,,C
1513,0,1,Passenger 1513,female,52,2,3,TKT11513,130.88,C66,C
1514,0,1,Passenger 1514,male,17,1,3,TKT11514,109.52,,S
1515,1,2,Passenger 1515, Male ,24,0,3,TKT11515,113.78,,S
1516,0,1,Passenger 1516,male,,1,1,TKT11516,38.91,,S
1517,0,1,Passenger 1517,female,55,3,0,TKT11517,178.77,,Q
1518,1,1,Passenger 1518,female,79,2,3,TKT11518,46.2,,Q
1519,1,1,Passenger 1519,male,,4,2,TKT11519,53.03,,Q
1520,0,2,Passenger 1520, Male ,,0,1,TKT11520,78.25,C141,Q
1521,1,2,Passenger 1521,female,44,4,3,TKT11521,147.08,,C
1522,1,3,Passenger 1522,male,30,2,3,TKT11522,54.27,C39,Q
1523,0,1,Passenger 1523,male,,2,0,TKT11523,119.98,,
1524,0,1,Passenger 1524,male,25,4,3,TKT11524,141.18,,C
1525,0,3,Passenger 1525,male,33,0,3,TKT11525,89.46,,
1526,1,1,Passenger 1526,female,,4,0,TKT11526,87.53,,C
1527,1,1,Passenger 1527,male,34,1,1,TKT11527,142.81,C111,Q
1528,1,3,Passenger 1528,male,,0,2,TKT11528,183.52,,
1529,1,2,Passenger 1529,male,41,1,1,TKT11529,8.72,C72,S
1530,1,2,Passenger 1530,male,76,0,0,TKT11530,40.92,C12,S
1531,0,2,Passenger 1531,male,27,4,3,TKT11531,117.3,,C
1532,0,3,Passenger 1532,female,,2,2,TKT11532,69.99,,S
1533,1,1,Passenger 1533,female,,3,3,TKT11533,38.9,C63,Q
1534,0,2,Passenger 1534,male,,3,3,TKT11534,166.92,,S
1535,0,3,Passenger 1535,female,,3,2,TKT11535,158.57,,Q
1536,1,2,Passenger 1536,female,48,2,1,TKT11536,61.27,,
1537,0,3,Passenger 1537,female,,3,1,TKT11537,150.85,,S
1538,0,2,Passenger 1538,female,54,1,2,TKT11538,150.26,,
1539,1,3,Passenger 1539,male,,4,0,TKT11539,147.49,,C
1540,0,1,Passenger 1540,female,66,1,3,TKT11540,140.45,,C
1541,0,3,Passenger 1541,male,,3,2,TKT11541,163.83,,S
1542,1,1,Passenger 1542,male,,3,2,TKT11542,82.39,,C
1543,1,3,Passenger 1543,male,,0,1,TKT11543,7.21,C99,Q
1544,0,2,Passenger 1544,male,,4,0,TKT11544,137.98,C28,C
1545,0,1,Passenger 1545,male,52,1,1,TKT11545,115.7,,
1546,0,3,Passenger 1546,female,,0,0,TKT11546,109.03,C127,C
1547,0,1,Passenger 1547,male,12,2,1,TKT11547,83.09,,
1548,0,1,Passenger 1548,female,70,1,0,TKT11548,150.86,C67,Q
1549,0,3,Passenger 1549,female,8,4,0,TKT11549,67.25,C26,C
1550,1,1,Passenger 1550,male,62,1,0,TKT11550,171.77,,S
1551,0,2,Passenger 1551,male,1,0,1,TKT11551,194.28,,Q
1552,1,2,Passenger 1552,female,10,2,3,TKT11552,194.1,,S
1553,1,1,Passenger 1553,male,,1,0,TKT11553,28.81,C20,C
1554,0,2,Passenger 1554,female,-3,2,2,TKT11554,193.33,,
1555,1,3,Passenger 1555,female,,4,2,TKT11555,145.53,,C
1556,1,1,Passenger 1556,female,,2,2,TKT11556,93.03,C48,
1557,1,1,Passenger 1557,female,52,3,0,TKT11557,153.28,,S
1558,1,1,Passenger 1558, Male ,15,0,3,TKT11558,5.99,,S
1559,0,2,Passenger 1559,male,53,4,1,TKT11559,,,C
1560,0,1,Passenger 1560,male,21,2,0,TKT11560,49.73,,C
1561,0,3,Passenger 1561,female,,3,0,TKT11561,11.23,C27,S
1562,1,1,Passenger 1562,male,41,4,1,TKT11562,67.14,,
1563,1,3,Passenger 1563,male,,0,1,TKT11563,113.52,,S
1564,0,3,Passenger 1564,male,43,2,2,TKT11564,63.75,,
1565,0,1,Passenger 1565,female,5,1,2,TKT11565,21.58,C7,C
1566,1,2,Passenger 1566,male,19,3,0,TKT11566,48.27,,Q
1567,1,1,Passenger 1567,male,,3,3,TKT11567,141.09,,Q
1568,0,2,Passenger 1568,female,,3,3,TKT11568,7.88,,Q
1569,0,2,Passenger 1569,male,41,2,0,TKT11569,91.61,,S
1570,1,2,Passenger 1570,female,79,3,3,TKT11570,129.83,,S
1571,0,1,Passenger 1571,female,,0,3,TKT11571,38.95,,Q
1572,1,3,Passenger 1572, Male ,,3,1,TKT11572,109.24,,
1573,0,3,Passenger 1573,female,8,4,2,TKT11573,199.37,C22,Q
1574,0,3,Passenger 1574,female,50,3,1,TKT11574,13.99,,S
1575,0,2,Passenger 1575,female,21,4,1,TKT11575,166.7,,C
1576,1,1,Passenger 1576,male,,2,0,TKT11576,172.4,,C
1577,0,3,Passenger 1577,male,46,0,1,TKT11577,41.06,,C
1578,1,2,Passenger 1578,male,1,3,1,TKT11578,130.99,,Q
1579,0,1,Passenger 1579,male,,2,2,TKT11579,5.48,C35,C
1580,1,3,Passenger 1580,female,60,1,3,TKT11580,,C76,Q
1581,1,3,Passenger 1581,female,,2,0,TKT11581,194.94,,
1582,1,3,Passenger 1582,male,71,3,0,TKT11582,165.17,,C
1583,1,3,Passenger 1583,female,,1,2,TKT11583,9.69,,
1584,1,3,Passenger 1584,female,,3,1,TKT11584,164.65,,Q
1585,1,1,Passenger 1585,male,6,1,0,TKT11585,188.1,,Q
1586,1,1,Passenger 1586,female,49,4,1,TKT11586,29.73,,Q
1587,1,3,Passenger 1587,male,27,3,2,TKT11587,13.04,,Q
1588,0,2,Passenger 1588,female,,2,1,TKT11588,17.4,C126,Q
1589,1,3,Passenger 1589,female,,4,3,TKT11589,195.6,,Q
1590,0,3,Passenger 1590,female,53,2,3,TKT11590,66.41,,S
1591,0,3,Passenger 1591,male,,2,0,TKT11591,175.78,,C
1592,1,1,Passenger 1592,male,10,1,1,TKT11592,117.23,,S
1593,0,3,Passenger 1593,female,,0,3,TKT11593,172.3,,C
1594,0,3,Passenger 1594,male,19,4,2,TKT11594,42.65,C102,
1595,1,1,Passenger 1595,male,,0,0,TKT11595,127.88,C39,S
1596,1,2,Passenger 1596,male,,1,1,TKT11596,103.16,,
